15000 105000
13249 7095 11.1522
13249 2705 56.6308
13250 410 21.5075
13250 9184 21.4154
13250 1660 78.5179
13250 10387 22.1682
13251 10848 52.7139
13251 12032 57.6239
13251 11291 61.7489
13251 14694 68.4772
13251 9564 11.4647
13252 6602 28.3163
13252 14765 30.473
13252 5782 33.6113
13252 14706 32.0515
13252 2914 75.521
13253 10928 69.4335
13253 6066 6.22018
13253 13810 54.3105
13253 13387 71.3243
13253 752 71.3989
13253 7837 82.6916
13253 4776 89.1898
13254 5860 76.2244
13254 1711 36.786
13254 504 36.1591
13254 8390 56.8254
13254 1027 48.3203
13254 13960 7.24869
13254 12221 60.2796
13254 5012 37.9842
13255 1781 82.6618
13255 14306 42.4451
13255 6339 37.303
13255 6152 95.5636
13255 13968 89.1127
13256 1341 19.3119
13256 9889 67.8362
13256 14585 30.6321
13256 2737 77.456
13256 1878 53.8014
13256 336 87.5875
13256 11374 23.6411
13256 4577 9.0896
13257 11487 94.2445
13257 2596 97.8375
13257 53 66.239
13257 3413 76.0442
13257 3310 21.2394
13257 11842 9.32175
13257 8716 89.3701
13258 4104 9.6676
13258 6209 54.968
13258 7194 4.54412
13258 8928 54.2257
13258 14673 75.8316
13258 789 25.4937
13258 1295 28.4486
13259 9994 50.4329
13259 10772 92.9901
13259 10821 86.9276
13260 4592 59.9715
13260 9700 66.5784
13260 11583 52.1235
13261 2738 44.8436
13261 7424 5.20149
13261 392 57.4675
13261 3340 87.1276
13261 9643 78.6126
13261 4269 82.442
13262 11219 63.0816
13262 14576 29.4817
13262 1084 59.3125
13263 12855 81.1109
13263 12252 4.96966
13263 10199 77.6657
13263 1627 70.0444
13263 4483 83.7139
13263 12145 8.82438
13264 4571 37.3913
13264 2424 61.0756
13264 9719 81.8622
13264 11159 57.2487
13264 6037 88.23
13264 7901 61.1522
13265 11023 36.5264
13265 9859 54.2461
13265 3790 94.2874
13265 5368 96.4165
13265 10918 80.9497
13265 7182 15.6108
13265 7563 56.4426
13266 10226 68.2383
13266 10851 38.7131
13266 7769 78.1609
13266 2406 10.261
13266 6237 63.9622
13266 2130 21.2733
13267 12869 59.3813
13267 1349 85.8196
13267 1887 49.6903
13267 10656 48.8907
13267 5889 33.7061
13267 5868 85.2521
13267 1717 41.7532
13268 11749 64.4321
13268 14354 59.9474
13268 8760 11.2048
13268 2600 8.97071
13268 550 31.3966
13268 13211 87.9826
13268 1571 62.9262
13268 909 75.5023
13268 7977 40.0244
13268 177 88.6285
13269 10162 43.3369
13269 593 52.8395
13269 11952 4.11388
13269 2664 95.7776
13269 8865 14.9751
13269 6006 11.8231
13270 6862 2.45459
13270 12742 78.4845
13270 5534 31.3798
13270 4322 52.9516
13270 7238 53.1114
13270 11021 65.9053
13270 4040 73.8945
13270 2112 25.7491
13271 9945 50.7929
13271 13397 90.4284
13271 10892 14.4569
13271 9279 32.2649
13271 5988 56.5442
13271 5403 8.64149
13271 8695 95.1852
13271 10427 26.3187
13272 2828 45.027
13272 13681 1.97563
13272 6335 48.5662
13272 10138 26.1661
13272 13929 75.5611
13272 1108 8.69004
13272 5604 69.9469
13273 5632 33.0816
13273 11967 1.367
13273 3592 61.7411
13273 12318 7.47485
13273 6421 66.0155
13274 10567 72.8139
13274 10143 36.7469
13274 10730 58.888
13274 7794 93.8776
13274 11947 91.437
13274 4855 7.1696
13274 8754 39.3376
13274 11617 25.6112
13275 1281 82.5345
13275 13356 90.3814
13275 14224 51.9148
13275 4716 97.4202
13275 13344 89.1873
13275 2187 25.1005
13275 4374 26.2754
13275 13972 51.7905
13276 11740 61.3732
13276 8569 89.4431
13276 9226 30.0865
13276 1759 41.5264
13276 9636 42.04
13276 11975 96.5304
13276 2925 22.2235
13277 13187 19.9053
13277 8714 52.1917
13277 10646 9.07708
13278 1461 74.126
13278 13858 68.5316
13278 6185 76.4305
13278 2082 62.4345
13278 9726 89.5752
13278 1591 17.3162
13278 4512 4.8901
13278 10278 90.088
13278 13610 76.613
13279 11556 6.3441
13279 9440 50.9721
13279 769 31.3437
13279 6541 77.8685
13279 12033 35.179
13279 12491 51.9248
13279 2050 74.577
13279 11791 3.06159
13279 10589 34.3192
13279 7741 49.6846
13279 2134 36.8526
13280 2861 67.8524
13280 8384 93.1017
13280 2820 44.0715
13280 13393 53.5801
13280 10215 43.8004
13280 5099 34.358
13280 12757 63.2903
13280 8331 1.4384
13281 2061 3.10143
13281 7999 40.8106
13281 1050 66.7455
13281 1000 38.4627
13281 5721 94.6292
13281 5779 87.7518
13281 2297 87.7447
13281 3942 22.7996
13282 3067 91.9922
13282 11795 32.4229
13282 6595 23.603
13282 2280 40.7234
13282 4752 83.6393
13282 570 45.156
13282 204 89.4564
13282 1369 95.883
13282 3887 17.5232
13282 11298 51.4535
13283 3668 10.8623
13283 13593 32.5811
13283 8959 52.0069
13283 4256 31.8912
13283 3734 44.3902
13283 13007 97.0222
13283 6135 63.8754
13283 12666 83.7531
13283 8700 35.7814
13284 9703 71.0157
13284 5864 69.5864
13284 1423 21.4761
13284 14677 98.3121
13284 10420 60.0141
13284 4546 9.53369
13284 6886 32.5209
13285 9950 26.4861
13285 4319 29.3915
13285 5868 54.5757
13285 1975 54.3782
13285 10907 98.4577
13285 3613 95.5719
13286 12259 7.93185
13286 6357 75.8354
13286 11035 72.5497
13286 8366 13.6979
13286 12302 8.59915
13286 2816 94.5146
13287 7812 53.3
13287 14914 53.2068
13287 1107 91.806
13287 2492 39.4777
13287 6411 9.99316
13287 7220 64.7275
13287 14684 56.0492
13288 2996 18.8875
13288 11485 66.3937
13288 6606 86.398
13288 29 32.4527
13288 8277 21.464
13288 3182 97.8375
13289 9936 6.42201
13289 14022 47.3031
13289 11083 56.6865
13289 12638 14.0029
13289 5852 80.1548
13289 5509 99.336
13289 9848 22.6912
13290 5803 82.0282
13290 12298 59.5444
13290 12705 64.109
13290 5024 76.2825
13290 12733 7.02649
13290 8566 13.1559
13291 8885 51.4241
13291 4198 71.8866
13291 10326 69.9976
13291 8777 10.2198
13291 11258 72.844
13292 6324 12.677
13292 5103 38.8623
13292 10293 26.2405
13293 1221 64.2792
13293 2155 94.1645
13293 2148 5.84147
13293 1636 71.8416
13294 2665 53.6778
13294 3038 42.9385
13294 5979 2.75545
13294 6771 66.5056
13294 589 29.714
13295 1284 9.82143
13295 8077 33.0351
13295 8430 43.1892
13295 14065 73.9012
13295 14723 64.0485
13296 8889 63.9469
13296 7362 37.9385
13296 9615 40.0525
13296 11195 15.6378
13296 8035 30.3568
13296 4649 56.4442
13296 4272 64.1756
13296 6755 12.7763
13296 1542 92.0274
13296 8252 77.0999
13296 11311 63.5013
13297 9975 71.8623
13297 11952 97.7537
13297 4004 96.3219
13297 4557 58.8156
13297 8383 25.6525
13297 7 59.3491
13298 1943 92.0182
13298 12560 73.4532
13298 12037 92.5759
13298 7402 57.6833
13298 6715 25.6276
13298 7822 35.9413
13298 6056 11.3234
13298 8320 11.152
13299 4588 54.7615
13299 10607 64.8416
13299 8355 72.359
13299 3440 32.569
13299 3446 97.6546
13299 14154 75.182
13299 14672 23.6368
13299 8400 34.0046
13300 5852 18.8617
13300 5057 90.8125
13300 7019 54.9048
13300 13857 86.7277
13301 6411 51.0565
13301 12982 4.30991
13301 14348 26.7778
13302 1373 12.147
13302 11272 8.00193
13302 5829 5.84135
13302 956 97.2152
13302 7874 30.9193
13302 7887 24.0445
13303 3219 99.6032
13303 7826 32.0876
13303 6298 99.275
13303 2531 11.8196
13303 2508 3.08441
13303 13379 85.9317
13304 10648 47.0259
13304 5088 42.5875
13304 1066 34.4936
13304 6850 82.6717
13304 10058 55.9629
13304 12296 84.4921
13305 11081 5.74436
13305 13418 2.03991
13305 6205 53.4936
13305 6612 90.4272
13305 7950 29.9819
13305 12636 89.3825
13305 11182 72.319
13305 4673 35.8069
13305 246 4.32934
13306 4084 59.1213
13306 11910 26.0762
13306 3190 20.1034
13306 5716 26.7819
13307 11317 77.3143
13307 7911 96.0795
13307 4375 74.972
13307 14249 38.3616
13307 11775 21.2107
13307 666 24.1519
13307 10540 33.4633
13307 836 20.5268
13308 9828 22.5728
13308 11534 86.5936
13308 9216 50.5202
13308 1606 60.3993
13308 12674 91.2259
13308 13698 77.5707
13309 6488 45.9475
13309 11595 77.7652
13309 11196 93.6769
13309 3547 13.8536
13309 10137 20.3811
13309 14477 78.8718
13309 10304 4.15867
13309 5711 58.7892
13310 10720 20.0963
13310 7734 95.5361
13310 4766 11.5527
13310 10426 18.2698
13311 1528 34.515
13311 14436 86.1574
13311 11461 85.9039
13311 8756 52.2289
13312 6908 89.1814
13312 11438 28.4093
13312 12868 36.2969
13312 6235 43.6675
13312 2453 46.9031
13312 7631 53.8023
13313 4203 3.139
13313 1892 57.6455
13313 11152 22.6877
13313 2650 95.4849
13313 7232 33.2825
13313 6349 71.7001
13313 12419 22.4188
13313 476 42.6325
13313 8443 13.2752
13313 6266 93.0998
13313 1734 27.0419
13314 9776 83.9504
13314 1969 37.9936
13314 12433 64.3765
13315 9814 38.0948
13315 1303 30.2983
13315 384 38.9126
13315 13940 21.9094
13315 4646 8.89745
13315 269 27.9741
13315 3193 86.2287
13315 3710 36.0501
13316 9683 43.6985
13316 1772 1.4381
13316 3085 34.5744
13316 7026 69.513
13316 9171 93.7913
13316 3163 89.1783
13316 8359 93.9908
13317 501 68.8442
13317 9370 19.3902
13317 12487 56.4855
13317 4214 83.3395
13317 7861 73.9734
13317 2956 28.7331
13317 11610 21.691
13317 2920 80.5424
13317 9148 63.0572
13318 6365 57.3422
13318 2177 54.6901
13318 10921 54.7224
13318 5731 39.6326
13318 10743 22.9174
13318 1534 72.6473
13318 7059 40.4597
13318 914 67.7065
13318 5055 83.8482
13319 12096 45.3556
13319 7379 72.1409
13319 11007 26.2595
13319 12092 67.3994
13319 5826 71.2523
13320 167 91.0306
13320 13582 17.5643
13320 1316 10.6842
13320 131 17.1167
13320 1898 96.4966
13320 6974 70.206
13321 12948 31.7228
13321 6760 87.1849
13321 12942 19.4644
13321 1226 7.9395
13321 4639 84.7496
13322 9422 70.6167
13322 8305 92.1749
13322 4594 5.81512
13322 14893 72.4069
13322 10965 63.5767
13322 1211 21.7287
13322 4667 15.0866
13323 4690 43.5307
13323 8295 24.05
13323 62 57.393
13323 13132 27.1867
13323 3808 16.8205
13324 7327 50.1952
13324 10537 47.1025
13324 4715 24.6071
13324 4897 67.3834
13324 6412 64.2568
13325 12994 33.5773
13325 6981 67.1132
13325 9385 25.5207
13325 14820 41.8309
13325 5743 53.7083
13326 2410 58.1384
13326 13867 49.9399
13326 13095 73.1159
13326 11006 57.7898
13326 4954 79.2359
13326 4620 24.4821
13326 4319 68.8361
13326 6989 40.3238
13327 2355 44.0214
13327 10703 13.1349
13327 1447 76.2633
13327 10681 38.3986
13327 14050 58.6542
13327 13623 77.4189
13328 2791 19.3845
13328 2537 19.0485
13328 3614 5.02101
13328 1837 9.36115
13328 2122 3.67795
13328 9649 10.7488
13328 8609 60.9018
13329 10200 16.2515
13329 13370 94.4167
13329 9858 34.9043
13329 5626 9.53188
13329 9574 41.301
13329 347 90.3247
13330 4578 74.1942
13330 7749 30.2484
13330 4977 77.7386
13330 9850 25.0991
13330 9570 40.2121
13330 1330 10.6913
13330 10229 38.4287
13330 8402 22.7105
13331 8381 52.0036
13331 1079 88.0672
13331 11773 53.9527
13331 14967 60.1136
13331 5877 62.2229
13332 11307 66.3097
13332 12594 83.9009
13332 7525 23.9013
13332 8583 45.7892
13332 759 30.6152
13332 8699 80.5275
13333 1603 44.9945
13333 4663 92.1212
13333 8439 55.1384
13333 14387 89.0854
13333 4804 76.5997
13334 11824 3.04241
13334 8935 20.5574
13334 14772 31.1168
13335 1928 70.7127
13335 13204 90.2913
13335 13741 52.1252
13335 12496 59.115
13336 3933 98.2368
13336 2572 91.5376
13336 6735 1.82955
13336 883 82.6166
13337 11995 3.59824
13337 11121 40.4709
13337 13798 52.6417
13337 302 90.8324
13337 11046 53.609
13337 7371 57.2055
13337 14959 35.4834
13337 6241 97.374
13338 1093 51.7149
13338 4561 29.2095
13338 718 87.9083
13339 898 37.5221
13339 4234 16.5861
13339 9741 80.3458
13339 6582 54.4048
13339 11162 80.6875
13339 3411 91.8508
13339 3007 51.1438
13339 2678 11.8886
13340 8297 64.5466
13340 13444 18.8296
13340 1745 18.4418
13340 13700 56.821
13340 4320 94.2698
13341 6804 47.2006
13341 6652 62.7693
13341 2887 65.1013
13341 9220 31.4335
13342 1947 99.816
13342 14973 64.4829
13342 1507 92.4041
13342 11193 87.784
13342 13511 30.0394
13343 7522 76.7244
13343 6347 46.7847
13343 10290 23.8441
13343 886 66.6082
13343 9364 34.5524
13343 7080 82.6242
13343 12802 25.4211
13343 10456 90.3986
13343 12970 89.4918
13344 9670 33.7443
13344 13275 89.1873
13345 3100 19.5285
13345 2636 75.0886
13345 6885 3.39184
13345 2144 55.3151
13345 7188 17.8187
13345 4220 6.50016
13345 4464 71.0558
13346 547 24.4643
13346 2736 37.6497
13346 3230 27.8924
13346 1145 16.8949
13346 13619 82.7774
13346 13107 65.7873
13346 11940 34.2236
13346 13569 66.2531
13346 6656 91.4829
13347 1100 96.9757
13347 6986 35.5955
13347 12701 54.2964
13347 13847 88.8283
13347 13892 40.9262
13347 3987 84.6565
13347 3748 99.681
13347 3596 96.0727
13347 7943 4.40794
13347 8320 11.5798
13348 8174 19.6576
13348 11155 56.1356
13348 2610 69.4806
13348 13168 76.5202
13348 4545 53.2111
13348 14140 48.0705
13348 12610 40.7146
13348 13723 66.8107
13348 13469 29.2538
13349 4488 48.3593
13349 2778 17.4483
13350 765 35.753
13350 12793 18.6591
13350 1977 90.9778
13350 12963 49.7707
13350 12416 34.3522
13350 4398 26.4039
13351 8630 3.73743
13351 14541 32.2699
13351 11353 66.6688
13351 7150 82.4483
13351 6040 50.8952
13351 10240 74.6776
13351 14518 2.69537
13351 11690 90.0666
13352 901 72.2342
13352 527 99.7026
13352 6036 64.8071
13352 2505 96.2482
13352 4478 6.03326
13352 14689 58.8127
13352 334 72.458
13352 5945 37.4851
13352 10328 93.0793
13353 3417 8.54715
13353 12920 26.0323
13353 7429 13.9908
13353 6166 36.9464
13353 7489 81.4248
13353 13963 45.4188
13353 8123 59.9902
13353 3032 95.5098
13353 14473 69.4649
13353 10976 65.8376
13353 4494 27.4076
13353 8448 29.7733
13353 3685 2.11973
13354 2805 32.4912
13354 6789 46.961
13354 13578 76.7014
13354 13422 72.5611
13354 4312 17.886
13355 10770 93.4714
13355 2628 80.4478
13355 916 34.9708
13355 12701 60.3314
13355 11175 18.7036
13356 13275 90.3814
13356 9191 87.0768
13356 8397 48.1181
13356 14660 62.8091
13357 1260 15.4253
13357 14200 16.0304
13357 9788 31.4136
13357 12213 31.4044
13357 2808 22.8363
13357 14387 78.5789
13358 312 52.4807
13358 2588 5.89103
13358 8322 72.2577
13358 955 80.5042
13358 5402 9.67629
13358 3037 2.27101
13359 1791 31.3204
13359 10382 98.9128
13359 8022 89.7982
13359 6170 25.2262
13360 5521 68.418
13360 12422 47.7259
13360 4053 36.9793
13360 569 37.7817
13360 2194 5.14624
13360 11768 75.0205
13360 8237 78.6873
13361 12152 82.1185
13362 833 22.1417
13362 4109 27.6144
13362 3350 35.2462
13362 2614 33.2656
13362 423 50.6028
13362 4857 64.123
13362 7393 17.7583
13363 5177 35.4269
13363 978 97.9571
13363 13469 38.1561
13363 8394 68.5289
13363 5 66.2431
13363 14537 43.1058
13363 4036 4.495
13364 7962 35.7646
13364 8596 39.2048
13364 8523 16.9954
13364 446 43.3594
13364 9770 86.7477
13364 5042 56.7529
13365 2448 70.4563
13365 1338 7.63743
13365 4381 41.7535
13366 659 92.3155
13366 4557 34.2232
13366 9183 81.4807
13366 13942 28.7776
13366 11436 83.3726
13366 13827 51.7832
13367 2189 35.6138
13367 703 5.24215
13367 2768 68.9444
13367 10818 18.3909
13367 934 44.0323
13367 699 12.7507
13367 4348 70.7204
13367 1699 70.9754
13368 8589 24.1864
13368 6742 65.3964
13368 1130 85.9912
13368 4722 56.3355
13368 937 38.3332
13368 8898 45.2458
13368 7896 97.2791
13368 11601 30.9124
13368 14962 35.4824
13368 4921 53.6671
13369 4642 53.4893
13369 7192 94.7629
13369 1745 44.4942
13369 5696 71.4029
13370 13329 94.4167
13370 7839 40.7798
13370 3364 12.0205
13370 8395 76.5673
13370 8336 11.5277
13370 6584 13.3278
13371 6531 43.6132
13371 10454 9.1553
13371 10851 76.2535
13371 477 69.3732
13371 4613 56.3307
13371 9657 22.201
13371 4748 34.7728
13371 13856 51.6941
13372 9370 59.5337
13372 2568 96.0952
13372 9352 4.53369
13373 7896 48.4658
13373 10926 56.5486
13373 10659 40.7745
13373 6798 70.9111
13373 12985 3.29667
13373 6927 42.7294
13373 6336 43.4765
13373 1306 25.7366
13374 11960 4.74018
13374 8129 63.7799
13374 525 3.28092
13374 13235 2.03005
13375 1544 24.6493
13375 518 98.8675
13375 9433 25.9663
13375 7148 35.5577
13375 4131 97.9995
13375 3378 42.282
13376 1351 84.2485
13376 3997 39.5935
13376 6455 53.0677
13376 2956 66.8889
13376 3052 54.9401
13376 14842 98.0042
13376 6779 44.4141
13376 12373 27.8619
13377 9528 17.2637
13377 14892 51.526
13377 1116 30.5844
13377 2333 2.03616
13377 6076 78.3872
13378 47 65.6847
13378 6404 67.5583
13378 4328 35.7455
13378 9224 20.6698
13379 5154 18.0321
13379 2992 11.5027
13379 14145 52.2023
13379 3220 50.6056
13379 13303 85.9317
13380 1438 77.0366
13380 1710 71.0512
13380 8829 4.14823
13380 13887 98.2643
13381 12743 20.3335
13381 6795 98.0956
13381 42 85.2341
13381 4332 79.859
13381 9225 47.0971
13381 14590 23.9875
13382 11212 49.8383
13382 14364 73.5999
13382 4661 84.1035
13382 12256 1.09565
13382 9251 93.8465
13382 8635 65.0324
13382 13228 33.6357
13382 4223 71.9344
13382 3425 25.3876
13382 9178 20.4205
13383 11120 52.1784
13383 14672 98.9678
13383 960 51.0362
13383 10153 66.4032
13383 9077 67.2729
13383 9391 86.6317
13384 7972 95.5144
13384 13070 28.6005
13384 10776 90.0158
13384 400 26.8894
13384 5267 25.3904
13384 6991 63.2491
13384 3336 70.6249
13385 5953 99.9222
13385 14031 76.6534
13385 5220 97.6689
13385 7654 8.18476
13386 5229 50.2382
13386 14343 75.8187
13386 13014 68.2526
13386 9537 80.0057
13387 10970 63.6251
13387 1710 64.2858
13387 12359 39.0057
13387 13253 71.3243
13387 2555 1.15211
13387 14015 19.4066
13387 9103 88.3612
13387 6508 40.9827
13388 1223 6.8709
13388 14270 38.7804
13388 8693 5.34314
13388 14083 62.7844
13388 8295 34.2806
13388 10776 29.6706
13389 1925 93.9418
13389 2276 12.2135
13389 7268 44.4579
13389 10025 99.7266
13389 14642 88.4226
13389 2381 33.1545
13389 8536 80.8765
13390 1682 15.3274
13390 13541 80.5424
13390 8863 43.8519
13390 6141 15.8629
13390 7054 59.4423
13390 14565 41.3653
13390 12336 69.8869
13390 4878 76.3099
13390 9583 29.2596
13391 11803 5.52417
13391 11476 83.1037
13391 5687 32.3419
13391 5031 16.0185
13391 14853 47.2193
13391 12348 35.4198
13392 5482 51.1252
13392 6906 79.391
13392 2157 89.4609
13392 6985 86.5392
13392 12718 85.7106
13392 3135 6.08885
13392 6046 93.2193
13393 2626 26.9931
13393 6517 23.6797
13393 10544 42.6611
13393 1214 17.115
13393 7587 60.0312
13393 4905 35.6923
13393 3782 96.7352
13393 13280 53.5801
13394 10254 3.16269
13394 4775 35.164
13394 13825 18.0935
13394 12643 8.61056
13394 10026 31.1746
13394 11168 82.9828
13394 13642 1.82495
13394 13773 95.7675
13394 12996 30.0902
13394 8788 77.1954
13394 4687 17.793
13394 12557 49.7857
13394 7368 57.9767
13395 3400 44.1086
13395 14173 90.6379
13395 7120 8.26402
13395 10450 6.45394
13395 13793 80.5046
13395 14491 11.3116
13395 4042 47.9069
13396 7388 22.4598
13396 957 74.1709
13396 6570 96.4862
13396 5206 56.7065
13396 11933 55.3023
13396 7700 81.038
13396 10337 93.1796
13396 11211 73.6525
13396 684 59.7635
13397 2376 90.0931
13397 13271 90.4284
13397 3522 40.8865
13397 13068 49.4915
13397 11566 36.4908
13398 5412 24.8175
13398 3389 8.08698
13398 11642 86.1552
13398 5985 91.0253
13398 3564 20.5194
13399 8282 42.2928
13399 14430 50.5756
13399 14078 86.4335
13399 1961 82.4317
13399 772 67.242
13399 9754 75.1643
13399 3213 5.7283
13400 5622 62.781
13400 2825 83.2447
13400 9097 94.8633
13400 13737 40.221
13400 70 6.47424
13400 11247 43.8464
13400 14557 87.4132
13400 13031 27.8828
13400 4338 49.6978
13401 9078 71.9915
13401 1568 32.5928
13401 3097 36.9002
13401 8846 87.3273
13401 8459 2.02686
13401 4201 73.8433
13401 5404 23.2758
13402 13210 95.6736
13402 9702 50.5827
13402 2954 86.8664
13402 812 8.12805
13402 8293 12.684
13402 11890 78.7251
13403 2338 15.0994
13403 5812 64.5074
13403 4787 10.055
13403 7466 60.4489
13403 14121 40.3649
13403 5635 97.4341
13404 9948 74.0202
13404 9090 36.4799
13404 5914 35.3035
13404 11873 94.0867
13404 3553 55.676
13404 2915 74.3916
13404 14823 10.928
13404 1569 5.56986
13404 7409 88.2927
13404 5069 87.1109
13404 12688 44.8834
13404 11609 44.0263
13404 1423 32.3686
13405 7844 65.9993
13405 12662 45.4301
13405 7874 86.7865
13405 9490 10.8024
13406 12405 82.0276
13406 9602 43.2719
13406 12911 75.9995
13406 8419 78.2021
13406 6329 67.7191
13406 6381 42.4666
13406 3223 75.0688
13406 11549 34.6862
13407 968 25.1113
13407 8469 66.9586
13407 2064 24.7389
13407 13161 60.7769
13407 13570 63.3349
13407 9087 28.7542
13407 8573 53.6909
13407 494 24.5828
13408 12630 87.71
13408 60 14.6586
13408 11318 6.58173
13408 9336 46.2641
13408 10298 61.8911
13408 8785 28.1018
13408 14545 17.4173
13408 11290 42.1118
13408 8743 99.471
13409 11722 86.4415
13409 14394 87.2993
13409 12304 12.1608
13409 10876 55.2897
13409 8244 32.3773
13409 3335 38.6465
13409 9560 1.99049
13409 14821 49.3845
13409 6955 23.4438
13409 13995 35.4017
13409 11698 50.0284
13409 5029 7.37914
13409 9071 40.0248
13410 6425 8.61878
13410 5423 5.35929
13410 14068 81.1772
13410 12936 65.537
13410 3473 59.4558
13410 9905 24.6636
13411 404 38.6997
13411 14066 14.7949
13411 12428 58.9811
13411 5534 96.0595
13411 14721 43.6694
13411 3150 74.1402
13412 2430 66.8371
13412 3599 87.8084
13412 6254 16.1204
13412 4468 54.7433
13412 7694 47.8562
13412 14385 33.7759
13413 8714 93.8117
13413 628 79.0035
13413 2951 96.8707
13413 8362 99.2028
13414 10555 11.7805
13414 1978 68.4521
13414 12243 61.8392
13414 7053 37.3253
13414 5078 64.8974
13414 8238 94.5479
13414 6143 61.3624
13415 9133 24.0606
13415 7281 86.5772
13415 8634 84.9058
13416 2222 80.8382
13416 6323 61.1414
13416 6294 65.9909
13416 14468 95.062
13416 7986 63.7175
13416 5099 88.8208
13416 5982 3.52125
13416 2593 12.5544
13417 10671 25.995
13417 10325 44.0728
13417 5269 16.0732
13417 2461 51.8519
13418 13305 2.03991
13418 2280 33.777
13418 8671 98.3945
13418 9453 16.462
13418 10634 1.27143
13418 4797 69.0319
13418 2332 72.2168
13418 11060 62.7013
13418 3350 66.2874
13418 12854 51.1321
13418 3288 21.4315
13419 1633 19.1066
13419 1885 86.4997
13419 8709 1.61941
13419 1551 81.3306
13419 12051 49.7935
13419 5095 97.2561
13420 1408 43.6627
13420 14753 77.1025
13420 4938 51.1052
13420 5615 14.9557
13420 9715 20.2481
13420 11118 35.7213
13420 8880 45.0959
13421 12283 18.5653
13421 14826 66.5806
13421 13541 84.2238
13421 4633 11.6006
13421 14365 62.9567
13421 7687 53.4243
13421 9860 74.1723
13422 5746 66.4212
13422 5931 53.4733
13422 2744 24.6003
13422 9033 35.1901
13422 6092 16.1186
13422 13354 72.5611
13423 6328 51.5577
13423 5497 98.9263
13423 10500 65.0522
13423 2447 75.7653
13423 1250 83.6193
13423 7971 43.6366
13423 6760 23.5713
13423 3309 89.8272
13424 8559 58.1858
13424 1650 98.6665
13424 8639 12.2046
13424 12784 29.9984
13424 1132 10.7547
13425 951 72.9727
13425 9218 25.5243
13425 11255 69.5402
13425 1881 53.9211
13425 2101 44.2468
13425 2012 19.0221
13425 596 90.1126
13425 7540 43.6795
13426 13166 7.16642
13426 5249 39.7176
13426 1364 90.7344
13426 14569 1.64608
13427 630 54.5596
13427 4886 62.9719
13427 2530 35.0086
13427 11543 61.5949
13427 6744 96.4328
13428 9717 26.5164
13428 14706 31.131
13428 6469 76.2075
13428 6111 84.8921
13428 10646 39.5337
13428 6477 9.69664
13428 893 78.9754
13428 7253 68.6457
13428 242 63.5479
13428 4435 74.625
13429 30 73.7995
13429 7547 64.2417
13429 2985 46.7588
13429 8484 57.6413
13429 11372 18.1028
13429 10640 40.8548
13430 10457 92.0038
13430 5596 13.3049
13430 10226 26.5107
13431 2924 86.023
13431 6905 85.9561
13431 3424 57.3052
13431 10684 26.417
13431 11670 22.6004
13431 9699 4.174
13432 4615 78.574
13432 14418 52.3732
13432 5612 43.2615
13432 4886 96.9221
13432 3692 40.5479
13432 14847 35.6873
13432 1133 3.19007
13432 8940 7.86911
13433 1524 51.0912
13433 10439 27.8613
13433 6286 42.5344
13433 9913 45.0481
13433 2301 98.2895
13433 4637 13.0963
13433 8098 83.9032
13433 6197 34.9203
13433 12496 98.7212
13433 6613 58.7778
13434 4775 59.7513
13434 3623 52.0558
13434 8789 78.6101
13434 14946 82.5651
13434 7502 69.0591
13434 14698 90.8884
13434 7987 92.6077
13434 3289 35.7201
13435 9537 23.4843
13435 6224 2.84902
13435 13029 77.0137
13435 1006 32.9032
13435 8098 45.1133
13435 9360 7.92817
13435 5012 37.4707
13436 1733 45.9256
13436 13565 59.8975
13436 7945 72.9401
13436 6552 51.0407
13436 4076 76.5802
13436 2000 58.6901
13437 3872 98.9147
13437 5057 81.0751
13437 4008 66.6482
13437 12482 35.5893
13437 3625 9.07932
13437 14491 17.7639
13437 8543 49.9323
13437 14023 47.4864
13437 10591 30.9852
13437 7624 86.1402
13438 3342 14.0732
13438 14578 60.4884
13438 3748 63.5354
13439 7329 66.6913
13439 11590 89.3035
13439 10486 53.9544
13439 1456 81.3839
13439 11299 13.6759
13439 14299 87.006
13440 12362 15.3954
13440 10278 9.24308
13440 1185 10.4552
13440 4667 87.4399
13440 3909 98.1424
13440 14105 85.2829
13440 3856 61.3849
13440 1576 32.2394
13441 2245 40.6839
13441 14053 9.84158
13441 1589 60.8961
13441 9080 27.5443
13441 4598 14.3757
13441 5641 91.4053
13441 4102 26.5132
13441 6360 97.7903
13442 11625 68.4071
13442 2587 63.9645
13442 5664 45.0506
13442 3309 18.3143
13442 7654 48.4585
13442 10384 33.489
13442 4812 57.3235
13442 8603 14.3042
13443 8237 63.5109
13443 3539 12.0928
13443 4059 3.75768
13443 11560 82.386
13443 1089 29.3159
13443 1652 6.14096
13444 13340 18.8296
13444 636 79.8573
13444 4150 71.2365
13444 4803 92.004
13445 10065 83.6231
13445 4507 4.70163
13445 14353 57.6109
13446 12956 55.7361
13446 6154 29.4438
13446 4727 41.9256
13446 829 57.1877
13446 368 44.0618
13446 6721 65.6693
13447 12791 55.658
13447 5416 17.8934
13447 14674 18.423
13448 5175 99.7588
13448 5943 66.9077
13448 7916 50.905
13448 7340 11.6665
13448 1156 76.9742
13448 10275 38.0701
13449 12203 71.8272
13449 151 81.9003
13449 6473 29.9766
13449 5324 32.6679
13449 4372 43.4692
13449 2445 79.9666
13449 4862 30.0817
